time,ax,ay,az,atotal
2021-09-03 18:46:13.9540,-0.69,2.05,1.56,2.66
2021-09-03 18:46:13.9640,-0.74,1.92,1.24,2.4
2021-09-03 18:46:13.9740,-0.96,1.45,0.83,1.92
2021-09-03 18:46:13.9840,-0.8,1.09,0.58,1.47
2021-09-03 18:46:13.9940,-0.42,0.73,0.66,1.07
2021-09-03 18:46:14.0040,-0.15,0.35,0.71,0.8
2021-09-03 18:46:14.0140,-0.17,-0.03,0.59,0.61
2021-09-03 18:46:14.0300,-0.15,-0.22,0.29,0.39
2021-09-03 18:46:14.0340,0.08,-0.17,-0.07,0.2
2021-09-03 18:46:14.0440,0.56,-0.09,-0.12,0.57
2021-09-03 18:46:14.0540,0.79,-0.76,-0.18,1.11
2021-09-03 18:46:14.0640,0.66,-1.62,-0.29,1.77
2021-09-03 18:46:14.0740,0.6,-1.93,-0.43,2.06
2021-09-03 18:46:14.0840,0.66,-1.78,-0.55,1.97
2021-09-03 18:46:14.0940,1.0,-1.46,-0.77,1.92
2021-09-03 18:46:14.1040,1.35,-1.13,-1.02,2.03
2021-09-03 18:46:14.1140,1.31,-1.03,-1.18,2.04
2021-09-03 18:46:14.1300,1.01,-0.91,-1.26,1.85
2021-09-03 18:46:14.1340,0.77,-0.6,-1.19,1.53
2021-09-03 18:46:14.1440,0.67,-0.17,-0.96,1.18
2021-09-03 18:46:14.1530,0.6,0.09,-0.67,0.9
2021-09-03 18:46:14.1640,0.35,0.16,-0.39,0.54
2021-09-03 18:46:14.1740,-0.19,0.31,0.03,0.36
2021-09-03 18:46:14.1840,-0.64,0.47,0.43,0.9
2021-09-03 18:46:14.1930,-0.94,0.51,0.65,1.25
2021-09-03 18:46:14.2040,-0.92,0.64,0.7,1.32
2021-09-03 18:46:14.2140,-0.78,0.77,0.53,1.21
2021-09-03 18:46:14.2300,-0.63,0.72,0.27,0.99
2021-09-03 18:46:14.2340,-0.62,0.66,0.33,0.96
2021-09-03 18:46:14.2430,-0.88,0.52,0.29,1.06
2021-09-03 18:46:14.2530,-1.0,0.45,0.16,1.1
2021-09-03 18:46:14.2630,-0.66,0.54,0.03,0.85
2021-09-03 18:46:14.2730,-0.2,0.56,-0.21,0.63
2021-09-03 18:46:14.2830,0.04,0.3,-0.51,0.59
2021-09-03 18:46:14.2930,-0.04,0.04,-0.59,0.59
2021-09-03 18:46:14.3040,-0.27,-0.05,-0.65,0.7
2021-09-03 18:46:14.3130,-0.32,-0.03,-0.79,0.85
2021-09-03 18:46:14.3280,-0.05,0.0,-0.81,0.81
2021-09-03 18:46:14.3330,0.19,0.05,-0.8,0.82
2021-09-03 18:46:14.3430,0.26,0.12,-0.72,0.77
2021-09-03 18:46:14.3530,0.24,0.26,-0.64,0.73
2021-09-03 18:46:14.3630,-0.06,0.41,-0.5,0.64
2021-09-03 18:46:14.3730,-0.19,0.52,-0.28,0.62
2021-09-03 18:46:14.3830,-0.27,0.52,0.06,0.58
2021-09-03 18:46:14.3930,-0.51,0.39,0.23,0.68
2021-09-03 18:46:14.4030,-0.54,0.21,0.26,0.63
2021-09-03 18:46:14.4130,-0.3,0.19,0.28,0.45
2021-09-03 18:46:14.4270,0.13,0.2,0.4,0.46
2021-09-03 18:46:14.4330,0.43,-0.1,0.4,0.59
2021-09-03 18:46:14.4430,0.43,-0.42,0.32,0.68
2021-09-03 18:46:14.4530,0.31,-0.5,0.0,0.58
2021-09-03 18:46:14.4630,0.3,-0.35,-0.25,0.52
2021-09-03 18:46:14.4730,0.53,-0.19,-0.24,0.61
2021-09-03 18:46:14.4820,0.76,-0.06,-0.05,0.76
2021-09-03 18:46:14.4920,0.63,-0.1,0.23,0.67
2021-09-03 18:46:14.5030,0.28,-0.13,0.39,0.49
2021-09-03 18:46:14.5120,0.22,-0.03,0.49,0.53
2021-09-03 18:46:14.5260,0.28,-0.04,0.96,1.0
2021-09-03 18:46:14.5330,-0.05,-0.16,1.09,1.1
2021-09-03 18:46:14.5430,-0.31,-0.18,0.98,1.04
2021-09-03 18:46:14.5530,-0.13,-0.03,0.85,0.86
2021-09-03 18:46:14.5630,0.21,0.12,0.75,0.78
2021-09-03 18:46:14.5730,0.44,0.1,0.65,0.79
2021-09-03 18:46:14.5820,0.42,0.1,0.49,0.65
2021-09-03 18:46:14.5920,0.23,0.07,0.25,0.34
2021-09-03 18:46:14.6030,0.08,-0.1,0.03,0.13
2021-09-03 18:46:14.6130,0.05,-0.2,-0.15,0.25
2021-09-03 18:46:14.6270,0.09,-0.27,-0.13,0.31
2021-09-03 18:46:14.6320,-0.07,-0.32,-0.02,0.32
2021-09-03 18:46:14.6420,-0.17,-0.4,0.0,0.43
2021-09-03 18:46:14.6520,-0.06,-0.54,-0.13,0.55
2021-09-03 18:46:14.6620,0.22,-0.55,-0.28,0.65
2021-09-03 18:46:14.6720,0.45,-0.55,-0.36,0.79
2021-09-03 18:46:14.6820,0.36,-0.51,-0.32,0.7
2021-09-03 18:46:14.6920,0.21,-0.29,-0.27,0.44
2021-09-03 18:46:14.7020,0.05,-0.25,-0.26,0.36
2021-09-03 18:46:14.7120,0.1,-0.28,-0.27,0.4
2021-09-03 18:46:14.7260,0.37,-0.2,-0.33,0.53
2021-09-03 18:46:14.7320,0.68,-0.08,-0.4,0.79
2021-09-03 18:46:14.7420,0.76,0.02,-0.19,0.78
2021-09-03 18:46:14.7520,0.55,0.11,-0.03,0.56
2021-09-03 18:46:14.7620,0.35,0.12,-0.09,0.38
2021-09-03 18:46:14.7720,0.37,0.29,-0.16,0.49
2021-09-03 18:46:14.7820,0.63,0.54,-0.25,0.86
2021-09-03 18:46:14.7920,0.84,0.65,-0.31,1.1
2021-09-03 18:46:14.8020,0.77,0.64,-0.31,1.04
2021-09-03 18:46:14.8120,0.29,0.51,-0.23,0.63
2021-09-03 18:46:14.8280,-0.29,0.41,-0.07,0.5
2021-09-03 18:46:14.8320,-0.55,0.47,-0.01,0.72
2021-09-03 18:46:14.8420,-0.3,0.56,0.14,0.65
2021-09-03 18:46:14.8520,-0.17,0.47,0.55,0.74
2021-09-03 18:46:14.8620,-0.7,0.26,0.79,1.08
2021-09-03 18:46:14.8720,-1.02,0.1,0.7,1.24
2021-09-03 18:46:14.8820,-0.83,0.14,0.51,0.98
2021-09-03 18:46:14.8920,-0.38,0.2,0.22,0.48
2021-09-03 18:46:14.9020,0.07,0.19,-0.12,0.23
2021-09-03 18:46:14.9120,0.37,0.16,-0.36,0.54
2021-09-03 18:46:14.9270,0.49,0.21,-0.69,0.87
2021-09-03 18:46:14.9320,0.74,0.27,-1.17,1.41
2021-09-03 18:46:14.9410,1.24,0.17,-1.47,1.93
2021-09-03 18:46:14.9510,1.6,0.1,-1.37,2.1
2021-09-03 18:46:14.9610,1.27,-0.1,-1.15,1.71
2021-09-03 18:46:14.9720,0.51,-0.38,-0.79,1.01
2021-09-03 18:46:14.9810,0.07,-0.52,-0.46,0.69
2021-09-03 18:46:14.9910,0.02,-0.59,0.03,0.59
2021-09-03 18:46:15.0010,-0.23,-0.74,0.72,1.05
2021-09-03 18:46:15.0120,-1.18,-0.76,1.08,1.77
2021-09-03 18:46:15.0260,-1.76,-0.45,1.11,2.12
2021-09-03 18:46:15.0310,-1.41,0.03,1.02,1.74
2021-09-03 18:46:15.0410,-0.71,0.36,0.84,1.15
2021-09-03 18:46:15.0510,-0.29,0.33,0.58,0.72
2021-09-03 18:46:15.0610,-0.23,0.24,0.42,0.53
2021-09-03 18:46:15.0710,-0.47,0.22,0.35,0.62
2021-09-03 18:46:15.0810,-0.69,0.15,0.27,0.75
2021-09-03 18:46:15.0910,-0.62,0.04,0.07,0.62
2021-09-03 18:46:15.1010,-0.22,-0.03,-0.18,0.28
2021-09-03 18:46:15.1110,0.36,0.02,-0.39,0.53
2021-09-03 18:46:15.1280,0.63,0.04,-0.56,0.84
2021-09-03 18:46:15.1310,0.56,-0.02,-0.59,0.81
2021-09-03 18:46:15.1410,0.44,0.07,-0.51,0.67
2021-09-03 18:46:15.1510,0.32,0.13,-0.48,0.59
2021-09-03 18:46:15.1610,0.34,0.13,-0.43,0.56
2021-09-03 18:46:15.1710,0.48,0.14,-0.38,0.62
2021-09-03 18:46:15.1810,0.55,0.06,-0.28,0.62
2021-09-03 18:46:15.1910,0.46,-0.05,-0.08,0.46
2021-09-03 18:46:15.2020,0.21,-0.11,0.11,0.26
2021-09-03 18:46:15.2110,-0.15,-0.15,0.19,0.28
2021-09-03 18:46:15.2270,-0.2,-0.08,0.17,0.27
2021-09-03 18:46:15.2310,-0.07,-0.11,0.25,0.28
2021-09-03 18:46:15.2410,-0.15,-0.22,0.32,0.41
2021-09-03 18:46:15.2500,-0.33,-0.38,0.24,0.55
2021-09-03 18:46:15.2610,-0.33,-0.4,0.32,0.6
2021-09-03 18:46:15.2710,-0.29,-0.35,0.33,0.56
2021-09-03 18:46:15.2810,-0.32,-0.35,0.21,0.51
2021-09-03 18:46:15.2910,-0.06,-0.27,0.01,0.27
2021-09-03 18:46:15.3010,0.33,-0.21,-0.03,0.39
2021-09-03 18:46:15.3110,0.3,-0.09,-0.01,0.31
2021-09-03 18:46:15.3260,-0.09,-0.22,0.01,0.23
2021-09-03 18:46:15.3310,-0.17,-0.32,0.08,0.37
2021-09-03 18:46:15.3410,-0.09,-0.29,0.19,0.35
2021-09-03 18:46:15.3500,-0.14,-0.14,0.29,0.35
2021-09-03 18:46:15.3600,-0.31,-0.01,0.23,0.38
2021-09-03 18:46:15.3700,-0.68,0.03,0.19,0.7
2021-09-03 18:46:15.3810,-0.8,0.14,0.39,0.9
2021-09-03 18:46:15.3910,-0.59,0.21,0.77,0.99
2021-09-03 18:46:15.4010,-0.76,0.1,1.05,1.3
2021-09-03 18:46:15.4100,-0.89,0.09,1.07,1.39
2021-09-03 18:46:15.4270,-0.53,0.29,1.2,1.34
2021-09-03 18:46:15.4310,-0.18,0.22,1.32,1.35
2021-09-03 18:46:15.4400,-0.41,0.05,1.37,1.43
2021-09-03 18:46:15.4500,-0.79,-0.1,1.41,1.61
2021-09-03 18:46:15.4600,-1.04,-0.14,1.34,1.7
2021-09-03 18:46:15.4700,-0.73,0.1,0.97,1.21
2021-09-03 18:46:15.4800,-0.1,0.13,0.46,0.48
2021-09-03 18:46:15.4910,0.11,-0.01,0.03,0.11
2021-09-03 18:46:15.5000,-0.02,-0.01,-0.49,0.49
2021-09-03 18:46:15.5100,0.08,-0.02,-0.91,0.91
2021-09-03 18:46:15.5260,0.5,0.11,-1.24,1.34
2021-09-03 18:46:15.5310,0.85,0.21,-1.49,1.72
2021-09-03 18:46:15.5400,1.02,0.17,-1.47,1.79
2021-09-03 18:46:15.5500,0.78,0.16,-1.09,1.34
2021-09-03 18:46:15.5600,0.23,0.01,-1.06,1.08
2021-09-03 18:46:15.5700,-0.05,-0.12,-1.03,1.03
2021-09-03 18:46:15.5800,0.19,-0.03,-0.86,0.88
2021-09-03 18:46:15.5900,0.26,-0.06,-0.56,0.62
2021-09-03 18:46:15.6000,-0.12,-0.26,-0.19,0.34
2021-09-03 18:46:15.6100,-0.25,-0.25,-0.08,0.36
2021-09-03 18:46:15.6250,-0.16,-0.16,-0.11,0.25
2021-09-03 18:46:15.6290,-0.17,-0.09,-0.03,0.19
2021-09-03 18:46:15.6400,-0.29,-0.09,0.11,0.32
2021-09-03 18:46:15.6500,-0.36,-0.13,0.27,0.46
2021-09-03 18:46:15.6590,-0.31,-0.04,0.49,0.58
2021-09-03 18:46:15.6700,-0.11,0.16,0.45,0.49
2021-09-03 18:46:15.6800,0.07,0.25,0.32,0.41
2021-09-03 18:46:15.6900,0.26,0.38,0.3,0.54
2021-09-03 18:46:15.7000,0.34,0.56,0.17,0.67
2021-09-03 18:46:15.7100,0.35,0.64,-0.07,0.73
2021-09-03 18:46:15.7260,0.42,0.66,-0.09,0.78
2021-09-03 18:46:15.7300,0.24,0.71,-0.08,0.75
2021-09-03 18:46:15.7390,-0.23,0.59,0.1,0.64
2021-09-03 18:46:15.7490,-0.35,0.36,0.19,0.53
2021-09-03 18:46:15.7590,0.04,0.21,0.31,0.37
2021-09-03 18:46:15.7690,0.43,0.13,0.39,0.59
2021-09-03 18:46:15.7790,0.34,-0.03,0.29,0.44
2021-09-03 18:46:15.7890,-0.02,-0.37,0.22,0.43
2021-09-03 18:46:15.7990,-0.27,-0.52,0.1,0.59
2021-09-03 18:46:15.8100,-0.21,-0.49,0.01,0.53
2021-09-03 18:46:15.8240,-0.06,-0.55,-0.06,0.55
2021-09-03 18:46:15.8290,0.17,-0.72,-0.26,0.78
2021-09-03 18:46:15.8390,0.49,-0.62,-0.51,0.94
2021-09-03 18:46:15.8490,0.5,-0.46,-0.81,1.05
2021-09-03 18:46:15.8590,0.17,-0.4,-1.15,1.22
2021-09-03 18:46:15.8690,-0.13,-0.37,-1.33,1.38
2021-09-03 18:46:15.8790,0.05,-0.25,-1.44,1.46
2021-09-03 18:46:15.8890,0.23,-0.23,-1.13,1.17
2021-09-03 18:46:15.8990,-0.18,-0.3,-0.8,0.87
2021-09-03 18:46:15.9090,-0.42,-0.3,-0.6,0.79
2021-09-03 18:46:15.9240,-0.18,-0.1,-0.35,0.4
2021-09-03 18:46:15.9280,0.03,0.03,-0.19,0.19
2021-09-03 18:46:15.9390,0.05,-0.07,-0.24,0.25
2021-09-03 18:46:15.9490,0.13,-0.17,-0.35,0.41
2021-09-03 18:46:15.9580,0.4,-0.09,-0.53,0.67
2021-09-03 18:46:15.9690,0.82,0.05,-0.73,1.09
2021-09-03 18:46:15.9790,1.12,0.16,-0.97,1.49
2021-09-03 18:46:15.9890,1.25,-0.02,-1.25,1.76
2021-09-03 18:46:15.9990,1.29,-0.18,-1.17,1.75
2021-09-03 18:46:16.0090,1.2,-0.13,-0.8,1.44
2021-09-03 18:46:16.0230,1.1,-0.1,-0.39,1.17
2021-09-03 18:46:16.0280,0.96,-0.01,-0.28,1.0
2021-09-03 18:46:16.0390,0.69,0.14,-0.27,0.75
2021-09-03 18:46:16.0480,0.48,0.42,0.03,0.63
2021-09-03 18:46:16.0580,0.17,0.84,0.38,0.93
2021-09-03 18:46:16.0680,-0.29,1.19,0.45,1.3
2021-09-03 18:46:16.0780,-0.86,1.57,0.58,1.88
2021-09-03 18:46:16.0890,-1.41,1.85,0.95,2.51
2021-09-03 18:46:16.0990,-1.74,1.97,1.28,2.92
2021-09-03 18:46:16.1090,-1.76,1.55,1.2,2.63
2021-09-03 18:46:16.1230,-1.31,0.78,1.08,1.86
2021-09-03 18:46:16.1280,-0.7,0.33,1.07,1.32
2021-09-03 18:46:16.1380,-0.54,-0.02,0.85,1.0
2021-09-03 18:46:16.1480,-0.96,-0.34,0.57,1.16
2021-09-03 18:46:16.1580,-1.48,-0.18,0.41,1.54
2021-09-03 18:46:16.1680,-1.61,0.41,0.19,1.67
2021-09-03 18:46:16.1780,-1.45,0.74,0.06,1.62
2021-09-03 18:46:16.1880,-1.02,0.75,0.17,1.27
2021-09-03 18:46:16.1980,-0.18,0.74,0.28,0.81
2021-09-03 18:46:16.2080,0.12,0.49,0.33,0.6
2021-09-03 18:46:16.2230,0.23,-0.04,0.14,0.27
2021-09-03 18:46:16.2270,0.56,-0.56,-0.14,0.8
2021-09-03 18:46:16.2380,0.75,-0.61,-0.22,0.99
2021-09-03 18:46:16.2480,0.47,-0.7,-0.32,0.9
2021-09-03 18:46:16.2580,0.0,-0.98,-0.34,1.03
2021-09-03 18:46:16.2680,-0.45,-1.05,-0.22,1.16
2021-09-03 18:46:16.2780,-0.85,-1.1,0.01,1.39
2021-09-03 18:46:16.2880,-0.88,-1.04,0.31,1.39
2021-09-03 18:46:16.2980,-0.53,-1.04,0.35,1.21
2021-09-03 18:46:16.3080,-0.04,-1.38,0.04,1.38
2021-09-03 18:46:16.3240,0.07,-1.21,-0.31,1.25
2021-09-03 18:46:16.3280,-0.09,-0.92,-0.45,1.02
2021-09-03 18:46:16.3380,-0.44,-0.69,-0.48,0.94
2021-09-03 18:46:16.3480,-0.65,-0.2,-0.47,0.82
2021-09-03 18:46:16.3570,-0.66,0.33,-0.56,0.92
2021-09-03 18:46:16.3680,-0.43,0.75,-0.46,0.97
2021-09-03 18:46:16.3780,-0.13,1.2,-0.29,1.24
2021-09-03 18:46:16.3880,0.02,1.31,-0.33,1.35
2021-09-03 18:46:16.3980,0.19,1.04,-0.19,1.07
2021-09-03 18:46:16.4080,0.25,0.89,-0.02,0.92
2021-09-03 18:46:16.4240,-0.02,0.71,0.04,0.71
2021-09-03 18:46:16.4280,-0.18,0.47,-0.02,0.5
2021-09-03 18:46:16.4370,-0.06,0.25,-0.09,0.27
2021-09-03 18:46:16.4470,0.16,0.06,-0.22,0.27
2021-09-03 18:46:16.4570,0.17,-0.12,-0.52,0.56
2021-09-03 18:46:16.4670,0.18,-0.22,-0.57,0.63
2021-09-03 18:46:16.4770,0.27,-0.15,-0.47,0.56
2021-09-03 18:46:16.4870,0.25,-0.2,-0.3,0.43
2021-09-03 18:46:16.4970,0.27,-0.29,-0.06,0.4
2021-09-03 18:46:16.5080,0.24,-0.34,0.26,0.49
2021-09-03 18:46:16.5220,0.09,-0.47,0.58,0.75
2021-09-03 18:46:16.5270,-0.07,-0.54,0.84,1.0
2021-09-03 18:46:16.5370,-0.13,-0.54,1.06,1.19
2021-09-03 18:46:16.5470,-0.11,-0.48,1.13,1.23
2021-09-03 18:46:16.5570,-0.05,-0.37,1.08,1.14
2021-09-03 18:46:16.5670,-0.08,-0.29,0.96,1.0
2021-09-03 18:46:16.5770,0.06,-0.15,0.78,0.79
2021-09-03 18:46:16.5870,0.22,-0.01,0.51,0.55
2021-09-03 18:46:16.5970,0.2,0.08,0.32,0.38
2021-09-03 18:46:16.6070,0.19,0.11,0.22,0.31
2021-09-03 18:46:16.6220,0.22,0.14,0.09,0.27
2021-09-03 18:46:16.6270,0.15,0.06,-0.05,0.16
2021-09-03 18:46:16.6370,0.22,-0.02,-0.14,0.26
2021-09-03 18:46:16.6470,0.37,0.02,-0.11,0.38
2021-09-03 18:46:16.6570,0.31,0.13,-0.02,0.33
2021-09-03 18:46:16.6670,0.14,0.14,-0.04,0.2
2021-09-03 18:46:16.6770,0.12,0.05,-0.09,0.15
2021-09-03 18:46:16.6870,0.25,0.02,0.01,0.25
2021-09-03 18:46:16.6970,0.23,0.03,0.2,0.3
2021-09-03 18:46:16.7070,0.13,-0.09,0.38,0.41
2021-09-03 18:46:16.7240,-0.07,-0.16,0.26,0.31
2021-09-03 18:46:16.7270,-0.13,-0.16,0.1,0.22
2021-09-03 18:46:16.7360,0.13,-0.05,-0.04,0.14
2021-09-03 18:46:16.7460,0.34,0.05,-0.11,0.36
2021-09-03 18:46:16.7560,0.25,-0.01,-0.11,0.27
2021-09-03 18:46:16.7660,0.11,-0.06,0.02,0.12
2021-09-03 18:46:16.7760,0.11,-0.09,0.12,0.18
2021-09-03 18:46:16.7870,0.1,-0.28,0.08,0.3
2021-09-03 18:46:16.7960,0.18,-0.42,-0.02,0.45
2021-09-03 18:46:16.8070,0.28,-0.5,-0.04,0.57
2021-09-03 18:46:16.8220,0.38,-0.42,0.01,0.56
2021-09-03 18:46:16.8260,0.27,-0.3,0.0,0.4
2021-09-03 18:46:16.8360,0.07,-0.18,-0.01,0.19
2021-09-03 18:46:16.8460,0.02,0.04,0.08,0.09
2021-09-03 18:46:16.8560,0.0,0.21,0.22,0.3
2021-09-03 18:46:16.8660,-0.06,0.23,0.36,0.43
2021-09-03 18:46:16.8760,-0.23,0.18,0.46,0.54
2021-09-03 18:46:16.8870,-0.37,0.16,0.5,0.64
2021-09-03 18:46:16.8960,-0.33,0.19,0.48,0.61
2021-09-03 18:46:16.9060,-0.17,0.23,0.41,0.49
2021-09-03 18:46:16.9220,-0.16,0.27,0.38,0.49
2021-09-03 18:46:16.9260,-0.4,0.26,0.27,0.54
2021-09-03 18:46:16.9360,-0.61,0.22,0.14,0.66
2021-09-03 18:46:16.9460,-0.66,0.24,0.08,0.7
2021-09-03 18:46:16.9560,-0.49,0.13,0.03,0.5
2021-09-03 18:46:16.9660,-0.28,-0.08,0.02,0.29
2021-09-03 18:46:16.9760,-0.23,-0.41,0.15,0.49
2021-09-03 18:46:16.9860,-0.36,-0.66,0.26,0.79
2021-09-03 18:46:16.9960,-0.67,-0.79,0.26,1.06
2021-09-03 18:46:17.0060,-0.73,-0.85,0.42,1.19
2021-09-03 18:46:17.0210,-0.7,-0.82,0.57,1.21
2021-09-03 18:46:17.0250,-0.49,-0.76,0.77,1.18
2021-09-03 18:46:17.0360,-0.64,-0.75,0.81,1.27
2021-09-03 18:46:17.0460,-0.59,-0.69,0.67,1.12
2021-09-03 18:46:17.0560,-0.26,-0.57,0.52,0.81
2021-09-03 18:46:17.0660,0.2,-0.34,0.51,0.64
2021-09-03 18:46:17.0750,0.41,-0.24,0.54,0.71
2021-09-03 18:46:17.0850,0.43,-0.21,0.63,0.79
2021-09-03 18:46:17.0950,0.61,-0.18,1.03,1.21
2021-09-03 18:46:17.1060,0.96,-0.39,1.49,1.81
2021-09-03 18:46:17.1190,1.4,-0.56,2.26,2.71
2021-09-03 18:46:17.1250,0.76,-0.03,1.87,2.01
2021-09-03 18:46:17.1350,0.16,0.12,0.23,0.3
2021-09-03 18:46:17.1460,1.34,0.55,-0.78,1.64
2021-09-03 18:46:17.1550,2.94,1.89,-0.75,3.57
2021-09-03 18:46:17.1650,2.53,3.31,-0.18,4.17
2021-09-03 18:46:17.1750,0.23,4.52,-0.16,4.52
2021-09-03 18:46:17.1860,-1.86,4.1,-0.77,4.56
2021-09-03 18:46:17.1950,-1.68,2.78,-0.36,3.26
2021-09-03 18:46:17.2060,-0.28,1.94,0.32,1.98
2021-09-03 18:46:17.2200,1.12,0.32,0.52,1.27
2021-09-03 18:46:17.2250,2.62,-0.83,0.89,2.88
2021-09-03 18:46:17.2350,2.04,-1.35,1.19,2.72
2021-09-03 18:46:17.2450,0.23,-0.93,0.77,1.22
2021-09-03 18:46:17.2550,-0.92,-0.05,0.23,0.94
2021-09-03 18:46:17.2650,-0.28,0.75,0.18,0.82
2021-09-03 18:46:17.2750,1.5,1.51,0.15,2.13
2021-09-03 18:46:17.2850,2.47,1.12,-0.48,2.75
2021-09-03 18:46:17.2950,1.26,-0.06,-0.83,1.51
2021-09-03 18:46:17.3050,0.19,-0.68,-0.6,0.92
2021-09-03 18:46:17.3210,0.16,-0.9,-0.12,0.92
2021-09-03 18:46:17.3250,0.34,-1.16,-0.29,1.24
2021-09-03 18:46:17.3350,0.02,-1.23,-0.55,1.34
2021-09-03 18:46:17.3450,-0.63,-1.15,-0.23,1.33
2021-09-03 18:46:17.3550,-1.62,-0.47,-0.58,1.78
2021-09-03 18:46:17.3650,-2.05,0.91,-1.31,2.59
2021-09-03 18:46:17.3740,-1.96,3.66,-1.13,4.3
2021-09-03 18:46:17.3850,-4.41,8.03,-1.47,9.27
2021-09-03 18:46:17.3950,-9.61,8.55,-3.9,13.44
2021-09-03 18:46:17.4050,-9.82,1.79,-5.32,11.31
2021-09-03 18:46:17.4200,-7.81,-5.26,-6.31,11.33
2021-09-03 18:46:17.4250,-7.27,-10.21,-8.01,14.87
2021-09-03 18:46:17.4350,-6.92,-12.26,-8.92,16.66
2021-09-03 18:46:17.4450,-6.7,-12.02,-10.13,17.08
2021-09-03 18:46:17.4550,-6.58,-13.14,-12.07,19.01
2021-09-03 18:46:17.4650,-4.49,-14.45,-12.9,19.88
2021-09-03 18:46:17.4740,-0.1,-16.1,-12.81,20.57
2021-09-03 18:46:17.4840,7.0,-17.19,-10.36,21.25
2021-09-03 18:46:17.4950,14.83,-16.31,-5.72,22.77
2021-09-03 18:46:17.5050,19.12,-13.84,-0.63,23.61
2021-09-03 18:46:17.5190,16.87,-8.62,-0.35,18.94
2021-09-03 18:46:17.5240,6.73,-7.47,0.45,10.06
2021-09-03 18:46:17.5340,-8.87,-6.0,-0.95,10.75
2021-09-03 18:46:17.5440,-21.8,4.99,-3.02,22.56
2021-09-03 18:46:17.5540,-28.56,16.24,2.33,32.93
2021-09-03 18:46:17.5640,-11.26,13.4,11.94,21.18
2021-09-03 18:46:17.5740,-0.09,6.06,7.27,9.46
2021-09-03 18:46:17.5850,3.69,5.06,4.55,7.74
2021-09-03 18:46:17.5940,3.4,8.11,4.59,9.91
2021-09-03 18:46:17.6040,0.77,9.9,3.21,10.43
2021-09-03 18:46:17.6190,-0.44,9.87,1.92,10.06
2021-09-03 18:46:17.6240,-0.77,9.12,1.72,9.31
2021-09-03 18:46:17.6340,-0.67,8.66,2.62,9.07
2021-09-03 18:46:17.6440,-0.29,8.84,4.08,9.74
2021-09-03 18:46:17.6540,0.27,9.19,4.84,10.39
2021-09-03 18:46:17.6640,0.79,9.36,4.89,10.58
2021-09-03 18:46:17.6740,1.44,9.64,4.61,10.78
2021-09-03 18:46:17.6840,2.01,10.07,4.1,11.05
2021-09-03 18:46:17.6940,2.29,10.36,3.6,11.2
2021-09-03 18:46:17.7040,2.28,10.46,3.25,11.18
2021-09-03 18:46:17.7200,2.09,10.44,3.1,11.08
2021-09-03 18:46:17.7240,1.82,10.34,3.11,10.94
2021-09-03 18:46:17.7340,1.53,10.17,3.21,10.77
2021-09-03 18:46:17.7430,1.17,10.03,3.26,10.61
2021-09-03 18:46:17.7540,0.84,9.94,3.16,10.46
2021-09-03 18:46:17.7640,0.78,9.84,3.0,10.31
2021-09-03 18:46:17.7730,0.91,9.64,2.82,10.08
2021-09-03 18:46:17.7840,1.0,9.32,2.55,9.71
2021-09-03 18:46:17.7940,0.96,8.98,2.28,9.31
2021-09-03 18:46:17.8040,0.94,8.75,2.01,9.02
2021-09-03 18:46:17.8180,0.98,8.63,1.75,8.86
2021-09-03 18:46:17.8230,0.81,8.68,1.48,8.84
2021-09-03 18:46:17.8340,0.21,8.73,1.54,8.86
2021-09-03 18:46:17.8430,-0.59,8.57,1.8,8.77
2021-09-03 18:46:17.8530,-1.47,8.49,2.11,8.87
2021-09-03 18:46:17.8630,-3.03,8.88,2.85,9.8
2021-09-03 18:46:17.8730,-21.92,14.12,-5.31,26.6
2021-09-03 18:46:17.8830,-64.6,22.46,-35.01,76.83
2021-09-03 18:46:17.8930,-45.62,-49.27,-23.59,71.17
2021-09-03 18:46:17.9040,3.11,-44.31,20.9,49.09
2021-09-03 18:46:17.9190,43.27,43.53,36.46,71.38
2021-09-03 18:46:17.9230,48.81,-33.92,-31.14,67.1
2021-09-03 18:46:17.9330,1.63,-34.65,-4.09,34.92
2021-09-03 18:46:17.9430,-26.3,-2.42,-5.21,26.92
2021-09-03 18:46:17.9530,-17.59,-22.4,-18.54,33.98
2021-09-03 18:46:17.9630,10.22,-17.79,-26.63,33.61
2021-09-03 18:46:17.9730,17.33,1.87,-18.1,25.12
2021-09-03 18:46:17.9830,2.44,6.52,-12.03,13.89
2021-09-03 18:46:17.9930,-5.08,1.97,-9.92,11.31
2021-09-03 18:46:18.0030,-2.48,2.44,-4.82,5.94
2021-09-03 18:46:18.0200,-1.4,2.03,-2.2,3.3
2021-09-03 18:46:18.0230,-3.9,-2.38,-1.77,4.89
2021-09-03 18:46:18.0330,-4.48,-3.42,-0.33,5.64
2021-09-03 18:46:18.0430,-2.99,-3.18,1.07,4.49
2021-09-03 18:46:18.0530,-1.88,-4.02,1.36,4.64
2021-09-03 18:46:18.0630,-2.03,-3.57,1.6,4.4
2021-09-03 18:46:18.0730,-2.03,-2.6,1.92,3.81
2021-09-03 18:46:18.0830,-1.88,-1.32,2.17,3.16
2021-09-03 18:46:18.0930,-1.67,-0.13,2.17,2.74
2021-09-03 18:46:18.1030,-1.06,0.57,1.99,2.32
2021-09-03 18:46:18.1190,-0.38,1.05,1.69,2.02
